region,timestamp,traffic_gbps,active_users,peak_utilization_percent
US-SOUTH-01,2026-07-25 09:15:00,950.2,43830,90
ASIA-PAC,2026-07-26 21:45:00,616.8,190059,80
US-EAST-01,2026-07-12 10:45:00,867.5,30961,90
EMEA-EAST,2026-07-25 22:15:00,824.5,120654,90
US-SOUTH-01,2026-07-17 08:30:00,494.0,89585,91
US-EAST-01,2026-07-21 23:45:00,359.4,110275,65
ASIA-PAC,2026-07-14 03:15:00,404.6,40561,66
US-EAST-01,2026-07-28 04:00:00,804.2,154902,90
EMEA-EAST,2026-07-17 06:15:00,165.6,97357,70
US-SOUTH-01,2026-07-12 08:45:00,746.5,24090,90
US-EAST-01,2026-07-12 23:45:00,434.6,113780,91
ASIA-PAC,2026-07-12 02:15:00,600.1,139127,80
US-EAST-01,2026-07-15 23:30:00,697.9,104298,80
US-SOUTH-01,2026-07-13 13:15:00,951.8,96752,90
US-WEST-01,2026-07-23 14:15:00,213.7,28299,70
US-EAST-01,2026-07-22 12:00:00,444.8,37549,74
ASIA-PAC,2026-07-28 10:45:00,699.5,68318,93
US-WEST-01,2026-07-15 13:00:00,838.2,92291,90
EMEA-EAST,2026-07-26 23:00:00,594.2,126562,80
US-EAST-01,2026-07-24 20:45:00,261.1,99839,69
US-WEST-01,2026-07-10 12:45:00,196.1,118309,64
ASIA-PAC,2026-07-17 07:15:00,634.2,110048,92
US-SOUTH-01,2026-07-18 22:15:00,869.6,178272,90
EMEA-WEST,2026-07-30 10:30:00,181.8,28888,70
EMEA-WEST,2026-07-19 19:15:00,524.1,159134,80
EMEA-EAST,2026-07-31 20:15:00,575.8,113874,80
ASIA-PAC,2026-07-12 10:30:00,720.8,116168,90
ASIA-PAC,2026-07-24 04:45:00,480.4,67011,58
US-WEST-01,2026-07-20 08:45:00,791.3,47319,90
ASIA-SOUTH,2026-07-21 19:00:00,440.7,46087,96
ASIA-SOUTH,2026-07-28 11:30:00,399.8,144684,90
ASIA-PAC,2026-07-12 14:30:00,739.6,189647,90
EMEA-WEST,2026-07-12 13:15:00,455.3,93066,85
US-EAST-01,2026-07-20 13:00:00,448.5,140399,59
US-EAST-01,2026-07-16 13:45:00,680.4,146641,80
US-WEST-01,2026-07-19 01:00:00,667.8,84409,80
ASIA-PAC,2026-07-17 19:00:00,885.5,46911,90
ASIA-SOUTH,2026-07-18 05:45:00,639.7,98804,88
US-WEST-01,2026-07-24 22:15:00,416.3,80623,94
US-WEST-01,2026-07-21 05:15:00,495.7,148257,82
US-EAST-01,2026-07-28 06:00:00,254.1,142265,50
ASIA-PAC,2026-07-10 21:45:00,905.3,156979,93
US-WEST-01,2026-07-16 20:15:00,372.9,20292,57
US-EAST-01,2026-07-27 12:15:00,343.4,110337,92
EMEA-EAST,2026-07-26 12:30:00,694.0,114833,87
ASIA-PAC,2026-07-21 16:15:00,962.0,98819,95
ASIA-PAC,2026-07-13 04:45:00,708.0,127881,90
US-EAST-01,2026-07-31 17:30:00,755.5,172697,90
EMEA-EAST,2026-07-30 06:15:00,802.2,161106,90
US-SOUTH-01,2026-07-22 08:00:00,960.9,56882,90
EMEA-EAST,2026-07-12 10:00:00,276.8,39601,75
ASIA-PAC,2026-07-28 01:30:00,1018.8,75011,90
ASIA-SOUTH,2026-07-23 19:15:00,130.8,137267,46
US-SOUTH-01,2026-07-20 14:45:00,578.8,129994,80
US-EAST-01,2026-07-20 02:00:00,296.1,105379,54
ASIA-PAC,2026-07-12 20:30:00,574.7,157925,97
ASIA-PAC,2026-07-19 23:15:00,620.2,97515,80
EMEA-EAST,2026-07-27 09:45:00,800.3,41841,90
US-SOUTH-01,2026-07-16 11:00:00,516.7,134925,80
US-EAST-01,2026-07-30 17:15:00,841.8,37137,90
US-WEST-01,2026-07-13 14:45:00,720.8,177881,90
ASIA-PAC,2026-07-21 23:45:00,584.2,38521,80
US-SOUTH-01,2026-07-12 21:15:00,1013.3,99758,90
EMEA-WEST,2026-07-12 14:15:00,365.2,86194,90
EMEA-WEST,2026-07-21 11:45:00,691.7,137032,80
US-SOUTH-01,2026-07-10 21:30:00,363.6,152412,45
ASIA-PAC,2026-07-18 00:15:00,453.8,74249,96
US-SOUTH-01,2026-07-25 17:45:00,748.5,185132,90
US-EAST-01,2026-07-10 05:00:00,424.1,124997,47
EMEA-EAST,2026-07-30 13:45:00,413.9,131626,85
ASIA-PAC,2026-07-25 11:30:00,341.6,115031,97
ASIA-PAC,2026-07-14 07:30:00,1063.0,91131,90
EMEA-EAST,2026-07-12 08:00:00,887.5,30538,90
ASIA-PAC,2026-07-14 08:30:00,989.9,177783,90
EMEA-WEST,2026-07-29 01:00:00,180.0,96834,70
US-EAST-01,2026-07-31 04:00:00,141.9,73909,70
ASIA-PAC,2026-07-31 20:30:00,567.9,93453,80
US-EAST-01,2026-07-27 07:00:00,680.7,127088,87
EMEA-WEST,2026-07-20 16:45:00,725.4,88421,90
US-SOUTH-01,2026-07-29 15:45:00,618.2,43399,96
ASIA-PAC,2026-07-16 12:45:00,354.8,132883,51
ASIA-PAC,2026-07-18 21:00:00,799.1,137984,90
US-EAST-01,2026-07-14 00:15:00,143.7,101268,70
ASIA-PAC,2026-07-21 18:45:00,395.2,184501,46
ASIA-PAC,2026-07-26 17:00:00,985.0,180253,90
US-SOUTH-01,2026-07-21 16:30:00,729.9,86860,90
ASIA-PAC,2026-07-13 18:00:00,489.7,147222,54
US-EAST-01,2026-07-19 11:00:00,657.7,84960,95
EMEA-EAST,2026-07-17 16:45:00,794.7,75163,90
US-EAST-01,2026-07-10 13:30:00,284.3,45933,71
ASIA-SOUTH,2026-07-31 11:45:00,223.1,61838,70
ASIA-PAC,2026-07-16 18:15:00,407.4,129074,51
US-EAST-01,2026-07-12 13:30:00,155.4,147163,70
US-EAST-01,2026-07-30 11:30:00,259.8,102932,65
US-SOUTH-01,2026-07-20 15:00:00,463.0,41125,65
ASIA-PAC,2026-07-10 16:00:00,868.6,116791,90
ASIA-PAC,2026-07-14 07:00:00,454.9,134603,61
US-EAST-01,2026-07-24 16:45:00,492.8,138869,98
EMEA-EAST,2026-07-14 01:30:00,517.6,165272,80
US-SOUTH-01,2026-07-30 15:00:00,438.9,100805,98
US-SOUTH-01,2026-07-12 05:15:00,633.5,160651,80
ASIA-PAC,2026-07-25 20:30:00,357.3,159578,53
ASIA-PAC,2026-07-14 06:45:00,450.5,125543,49
US-EAST-01,2026-07-14 15:45:00,397.0,125030,92
EMEA-EAST,2026-07-22 07:30:00,489.4,149444,90
EMEA-WEST,2026-07-24 02:00:00,804.1,78898,90
ASIA-PAC,2026-07-18 23:15:00,954.7,123457,90
US-WEST-01,2026-07-18 10:00:00,619.2,70906,80
US-EAST-01,2026-07-23 22:00:00,640.0,48513,95
EMEA-EAST,2026-07-17 20:15:00,209.3,130051,58
US-EAST-01,2026-07-18 14:45:00,308.7,59589,54
ASIA-PAC,2026-07-27 04:15:00,975.6,91886,90
US-SOUTH-01,2026-07-26 03:30:00,581.8,103125,80
ASIA-SOUTH,2026-07-15 15:30:00,410.5,110491,72
ASIA-PAC,2026-07-25 20:45:00,1043.3,42944,90
EMEA-WEST,2026-07-31 10:15:00,882.9,86000,90
ASIA-PAC,2026-07-13 11:15:00,414.7,133092,81
US-EAST-01,2026-07-10 12:15:00,428.6,70112,82
US-EAST-01,2026-07-12 04:30:00,223.4,101281,70
ASIA-PAC,2026-07-25 21:30:00,1083.2,102933,90
US-SOUTH-01,2026-07-25 13:15:00,417.4,114701,73
ASIA-PAC,2026-07-18 23:45:00,594.2,93166,80
EMEA-EAST,2026-07-27 21:30:00,201.1,104291,70
EMEA-EAST,2026-07-27 03:15:00,352.0,82354,72
US-EAST-01,2026-07-24 08:15:00,634.1,70160,91
US-SOUTH-01,2026-07-17 15:30:00,371.4,75512,82
ASIA-PAC,2026-07-10 04:45:00,410.5,119178,58
ASIA-SOUTH,2026-07-17 16:00:00,583.9,110603,90
ASIA-PAC,2026-07-25 13:00:00,589.2,108004,80
EMEA-EAST,2026-07-31 16:45:00,463.6,71123,65
US-SOUTH-01,2026-07-28 13:00:00,270.2,81281,67
ASIA-PAC,2026-07-10 15:30:00,914.6,46771,90
US-SOUTH-01,2026-07-24 18:15:00,813.3,93245,90
ASIA-SOUTH,2026-07-19 04:30:00,889.3,75745,90
EMEA-WEST,2026-07-16 04:30:00,642.0,88289,80
US-SOUTH-01,2026-07-24 20:30:00,972.2,40451,90
ASIA-PAC,2026-07-19 04:30:00,852.4,55833,90
EMEA-EAST,2026-07-12 08:00:00,450.9,67625,65
US-EAST-01,2026-07-27 06:15:00,416.8,118999,85
US-SOUTH-01,2026-07-27 12:45:00,440.7,46510,48
US-EAST-01,2026-07-18 21:45:00,313.8,161631,88
ASIA-PAC,2026-07-28 18:30:00,847.2,121814,96
EMEA-WEST,2026-07-11 08:15:00,642.9,166873,80
US-WEST-01,2026-07-14 01:00:00,659.4,104743,80
US-EAST-01,2026-07-11 23:30:00,676.3,105150,91
US-EAST-01,2026-07-27 05:45:00,574.0,31724,80
ASIA-PAC,2026-07-12 21:30:00,496.4,45741,72
EMEA-WEST,2026-07-14 22:00:00,487.9,154509,46
US-SOUTH-01,2026-07-17 22:30:00,776.6,147700,90
ASIA-PAC,2026-07-23 18:00:00,1066.6,158388,90
ASIA-SOUTH,2026-07-22 16:00:00,639.0,20343,80
ASIA-PAC,2026-07-11 15:15:00,387.3,47780,71
US-EAST-01,2026-07-17 19:30:00,803.3,148650,90
ASIA-PAC,2026-07-12 02:30:00,696.3,140229,81
US-EAST-01,2026-07-14 04:15:00,227.9,67608,47
ASIA-PAC,2026-07-31 11:30:00,657.0,29002,80
ASIA-PAC,2026-07-13 00:30:00,659.0,116337,89
US-SOUTH-01,2026-07-24 23:15:00,498.7,126138,66
ASIA-PAC,2026-07-22 04:00:00,567.1,141483,84
US-EAST-01,2026-07-24 22:00:00,197.7,91726,70
EMEA-WEST,2026-07-10 14:45:00,551.1,116583,97
ASIA-PAC,2026-07-17 05:00:00,781.8,34321,90
EMEA-WEST,2026-07-16 15:30:00,869.1,91153,90
ASIA-PAC,2026-07-19 08:15:00,392.9,165669,80
ASIA-SOUTH,2026-07-12 06:15:00,186.3,125146,52
US-WEST-01,2026-07-24 18:30:00,756.2,105384,90
ASIA-PAC,2026-07-22 15:30:00,1105.5,62662,90
ASIA-SOUTH,2026-07-22 22:00:00,776.1,110675,95
ASIA-SOUTH,2026-07-25 17:00:00,480.4,97904,71
EMEA-WEST,2026-07-24 17:30:00,725.9,76397,90
US-SOUTH-01,2026-07-29 03:15:00,645.4,157785,80
ASIA-PAC,2026-07-14 13:30:00,616.3,45751,96
ASIA-SOUTH,2026-07-23 02:45:00,894.1,90390,90
US-EAST-01,2026-07-18 19:00:00,469.7,92271,59
US-EAST-01,2026-07-16 21:30:00,225.4,168898,70
US-SOUTH-01,2026-07-25 11:30:00,431.8,163335,94
ASIA-PAC,2026-07-18 16:30:00,397.4,99515,90
ASIA-SOUTH,2026-07-11 01:15:00,247.6,34345,70
EMEA-WEST,2026-07-24 00:00:00,740.8,101132,91
US-EAST-01,2026-07-10 15:15:00,713.6,31862,90
US-EAST-01,2026-07-24 17:30:00,674.5,109450,91
ASIA-PAC,2026-07-15 10:00:00,715.1,54262,90
ASIA-PAC,2026-07-28 15:30:00,706.6,160240,90
EMEA-WEST,2026-07-27 22:00:00,426.1,41174,66
US-SOUTH-01,2026-07-14 02:15:00,315.1,120523,57
ASIA-PAC,2026-07-18 10:45:00,519.4,74253,84
ASIA-PAC,2026-07-20 14:00:00,511.5,82228,80
US-EAST-01,2026-07-12 16:30:00,714.2,91687,90
ASIA-SOUTH,2026-07-28 21:30:00,831.0,129711,90
US-EAST-01,2026-07-17 07:00:00,212.3,100877,51
EMEA-WEST,2026-07-21 12:00:00,512.8,77973,80
ASIA-PAC,2026-07-22 05:00:00,834.5,23670,90
ASIA-SOUTH,2026-07-15 10:30:00,485.4,177806,55
US-SOUTH-01,2026-07-14 08:00:00,900.1,36298,90
US-EAST-01,2026-07-30 20:15:00,881.0,34491,90
US-WEST-01,2026-07-12 14:00:00,231.2,167222,57
ASIA-PAC,2026-07-30 21:30:00,498.1,40821,96
EMEA-WEST,2026-07-18 14:00:00,176.5,92681,70
EMEA-EAST,2026-07-21 11:15:00,637.7,95248,91
EMEA-WEST,2026-07-22 07:45:00,573.8,133190,88
EMEA-EAST,2026-07-22 19:30:00,359.2,128867,65
ASIA-PAC,2026-07-18 19:30:00,425.4,197539,46
US-SOUTH-01,2026-07-20 15:15:00,523.3,23177,80
ASIA-PAC,2026-07-24 06:45:00,802.6,100307,97
ASIA-SOUTH,2026-07-11 06:00:00,747.2,27956,93
US-WEST-01,2026-07-21 05:45:00,463.5,151465,68
ASIA-PAC,2026-07-16 18:30:00,249.8,170665,70
EMEA-WEST,2026-07-13 17:15:00,657.4,91927,81
US-EAST-01,2026-07-27 16:00:00,777.5,175108,90
EMEA-EAST,2026-07-17 08:45:00,547.6,116784,94
US-WEST-01,2026-07-14 11:45:00,695.4,89319,94
ASIA-PAC,2026-07-18 07:45:00,996.6,105471,90
ASIA-SOUTH,2026-07-26 19:30:00,425.6,86033,70
US-WEST-01,2026-07-18 08:30:00,590.9,118031,80
US-SOUTH-01,2026-07-15 01:00:00,851.1,170149,90
US-EAST-01,2026-07-11 20:15:00,806.7,150878,90
ASIA-PAC,2026-07-13 21:00:00,240.5,180475,65
EMEA-EAST,2026-07-27 00:30:00,300.0,42383,98
ASIA-PAC,2026-07-30 08:30:00,745.2,43792,90
EMEA-WEST,2026-07-18 03:00:00,330.9,90405,61
US-SOUTH-01,2026-07-26 22:15:00,1110.6,59164,90
ASIA-PAC,2026-07-27 00:00:00,649.5,118872,80
US-EAST-01,2026-07-31 13:15:00,227.5,75384,70
ASIA-PAC,2026-07-20 20:30:00,482.2,83207,45
ASIA-SOUTH,2026-07-21 02:45:00,865.6,98053,90
EMEA-WEST,2026-07-23 00:15:00,607.8,70948,80
ASIA-PAC,2026-07-30 21:30:00,305.4,130945,54
ASIA-PAC,2026-07-19 00:00:00,959.3,37587,95
EMEA-WEST,2026-07-27 22:45:00,654.4,29938,80
US-EAST-01,2026-07-18 22:00:00,322.2,110864,75
US-EAST-01,2026-07-20 15:00:00,329.7,42727,67
ASIA-PAC,2026-07-17 01:45:00,678.6,109251,80
ASIA-PAC,2026-07-14 23:15:00,346.2,149161,90
EMEA-EAST,2026-07-21 13:30:00,861.7,82859,90
US-EAST-01,2026-07-19 17:45:00,457.1,164126,71
ASIA-PAC,2026-07-12 02:45:00,830.6,77028,92
ASIA-PAC,2026-07-14 17:15:00,636.1,146118,80
EMEA-EAST,2026-07-20 18:15:00,398.1,104359,78
US-SOUTH-01,2026-07-17 08:30:00,354.7,103553,59
EMEA-WEST,2026-07-17 18:30:00,409.2,120474,82
EMEA-WEST,2026-07-14 00:45:00,568.2,22454,98
ASIA-PAC,2026-07-18 16:00:00,615.7,185506,81
US-WEST-01,2026-07-14 04:00:00,186.3,157527,70
US-EAST-01,2026-07-16 13:15:00,123.8,86436,70
US-WEST-01,2026-07-28 01:30:00,137.4,102531,69
EMEA-EAST,2026-07-10 13:15:00,464.5,159253,75
ASIA-PAC,2026-07-31 02:00:00,831.4,47667,90
US-SOUTH-01,2026-07-24 17:45:00,785.7,52007,90
EMEA-WEST,2026-07-23 05:00:00,876.6,86950,90
ASIA-SOUTH,2026-07-20 21:45:00,790.2,161630,90
US-EAST-01,2026-07-31 18:30:00,240.0,154409,69
ASIA-PAC,2026-07-17 10:45:00,1013.1,151657,90
ASIA-SOUTH,2026-07-24 12:45:00,342.0,163137,54
EMEA-EAST,2026-07-18 23:45:00,791.7,109700,90
ASIA-SOUTH,2026-07-22 14:00:00,142.7,49593,70
ASIA-PAC,2026-07-27 09:45:00,957.3,185830,90
ASIA-PAC,2026-07-16 16:15:00,518.7,74784,80
US-EAST-01,2026-07-17 19:30:00,573.5,81196,80
US-WEST-01,2026-07-18 13:00:00,371.5,27658,96
EMEA-EAST,2026-07-13 15:45:00,660.4,173560,80
EMEA-EAST,2026-07-17 03:00:00,299.5,125803,73
ASIA-PAC,2026-07-19 06:45:00,276.8,80929,51
US-SOUTH-01,2026-07-24 05:30:00,568.9,164541,80
US-SOUTH-01,2026-07-14 18:45:00,895.8,39547,90
US-EAST-01,2026-07-28 13:00:00,796.3,129234,90
US-SOUTH-01,2026-07-16 11:45:00,617.6,22078,80
ASIA-PAC,2026-07-22 07:45:00,440.5,190971,88
US-WEST-01,2026-07-18 22:15:00,806.2,68758,90
EMEA-EAST,2026-07-17 14:00:00,667.3,145650,92
EMEA-EAST,2026-07-28 02:30:00,543.9,176576,80
US-EAST-01,2026-07-10 21:45:00,549.7,165997,80
ASIA-PAC,2026-07-26 05:30:00,580.2,53761,80
EMEA-WEST,2026-07-15 18:30:00,359.8,90151,52
EMEA-WEST,2026-07-29 08:00:00,399.9,22386,84
US-SOUTH-01,2026-07-17 02:00:00,840.1,32085,90
US-SOUTH-01,2026-07-26 18:30:00,500.5,170418,80
ASIA-PAC,2026-07-24 02:00:00,913.4,84490,92
ASIA-SOUTH,2026-07-29 19:15:00,466.7,90782,95
US-EAST-01,2026-07-13 02:45:00,307.1,139511,73
EMEA-EAST,2026-07-26 21:30:00,125.2,54799,70
US-SOUTH-01,2026-07-24 02:15:00,911.4,63249,90
ASIA-PAC,2026-07-12 10:00:00,942.8,65170,90
EMEA-EAST,2026-07-12 16:45:00,271.9,43348,90
US-SOUTH-01,2026-07-25 12:30:00,846.1,65267,90
EMEA-WEST,2026-07-23 17:45:00,188.3,92032,56
US-EAST-01,2026-07-30 06:00:00,326.4,170141,88
ASIA-PAC,2026-07-14 01:15:00,658.3,65779,81
ASIA-SOUTH,2026-07-22 13:00:00,870.6,179690,90
EMEA-EAST,2026-07-29 01:15:00,413.5,74761,79
ASIA-PAC,2026-07-20 23:45:00,857.2,116896,90
EMEA-WEST,2026-07-18 13:15:00,310.9,100566,58
ASIA-PAC,2026-07-18 20:30:00,393.2,115828,49
US-EAST-01,2026-07-23 16:45:00,593.0,70862,87
EMEA-WEST,2026-07-18 11:15:00,818.9,34384,90
US-SOUTH-01,2026-07-28 19:15:00,556.8,42738,87
US-WEST-01,2026-07-18 17:30:00,430.2,103113,91
ASIA-PAC,2026-07-29 02:45:00,1001.6,151408,90
US-WEST-01,2026-07-26 03:45:00,624.0,91966,80
ASIA-SOUTH,2026-07-19 06:30:00,755.5,26528,90
US-EAST-01,2026-07-11 06:45:00,337.4,67673,79
EMEA-WEST,2026-07-23 18:45:00,769.7,174361,90
ASIA-PAC,2026-07-17 09:00:00,581.9,74274,80
US-EAST-01,2026-07-18 23:00:00,873.8,89358,90
EMEA-WEST,2026-07-24 05:45:00,774.3,84834,90
EMEA-WEST,2026-07-30 15:45:00,491.2,39682,60
EMEA-EAST,2026-07-15 01:30:00,495.9,100333,68
ASIA-PAC,2026-07-29 03:45:00,787.4,197288,90
ASIA-PAC,2026-07-13 03:45:00,308.2,67176,73
US-SOUTH-01,2026-07-21 20:00:00,372.9,42290,63
US-WEST-01,2026-07-22 17:00:00,696.5,73060,80
US-SOUTH-01,2026-07-27 13:30:00,1034.6,160178,97
ASIA-PAC,2026-07-24 05:30:00,525.3,57811,80
EMEA-WEST,2026-07-22 05:30:00,835.5,98165,90
US-EAST-01,2026-07-18 19:30:00,367.4,79728,54
US-WEST-01,2026-07-23 09:30:00,181.4,132174,54
US-SOUTH-01,2026-07-17 08:00:00,815.7,64486,90
ASIA-PAC,2026-07-13 12:00:00,423.0,47471,84
EMEA-WEST,2026-07-15 09:00:00,366.0,124439,59
EMEA-EAST,2026-07-13 20:45:00,141.4,119467,70
US-SOUTH-01,2026-07-14 13:00:00,684.3,24967,93
US-EAST-01,2026-07-25 21:15:00,658.5,78801,80
ASIA-PAC,2026-07-10 06:45:00,853.9,93777,90
EMEA-EAST,2026-07-16 20:30:00,379.6,132776,63
US-EAST-01,2026-07-19 00:30:00,847.6,92895,95
EMEA-WEST,2026-07-18 17:15:00,584.2,151414,80
ASIA-SOUTH,2026-07-29 22:15:00,479.2,49052,59
ASIA-PAC,2026-07-26 14:15:00,317.9,73907,93
US-EAST-01,2026-07-14 12:15:00,550.2,115281,80
US-SOUTH-01,2026-07-26 19:30:00,306.3,129394,45
ASIA-SOUTH,2026-07-13 23:15:00,621.4,112417,94
US-WEST-01,2026-07-11 02:00:00,810.3,65382,97
ASIA-PAC,2026-07-27 00:00:00,676.4,141514,87
ASIA-SOUTH,2026-07-20 00:00:00,376.7,40732,68
EMEA-WEST,2026-07-16 16:45:00,625.4,53713,86
US-EAST-01,2026-07-15 14:15:00,803.3,136199,96
EMEA-WEST,2026-07-27 17:15:00,166.7,91327,47
ASIA-PAC,2026-07-13 22:00:00,464.7,148414,50
US-SOUTH-01,2026-07-20 10:00:00,644.2,83791,80
US-EAST-01,2026-07-27 05:00:00,281.8,155814,86
US-EAST-01,2026-07-20 04:15:00,806.7,114760,90
EMEA-WEST,2026-07-17 12:30:00,176.6,109158,61
ASIA-PAC,2026-07-26 22:00:00,905.8,120209,90
US-SOUTH-01,2026-07-23 07:45:00,378.0,119142,69
ASIA-SOUTH,2026-07-30 02:45:00,763.7,68027,90
US-SOUTH-01,2026-07-26 17:15:00,537.5,139955,98
EMEA-WEST,2026-07-21 18:15:00,728.2,41690,90
ASIA-PAC,2026-07-27 18:45:00,787.2,50872,94
ASIA-PAC,2026-07-21 22:15:00,897.3,162962,90
US-EAST-01,2026-07-15 14:00:00,293.7,33555,91
US-WEST-01,2026-07-12 02:00:00,224.1,96357,70
ASIA-SOUTH,2026-07-18 01:15:00,235.1,84138,57
ASIA-PAC,2026-07-16 09:45:00,955.8,71786,90
ASIA-SOUTH,2026-07-19 14:15:00,708.3,35555,90
ASIA-SOUTH,2026-07-25 00:00:00,304.8,88686,96
ASIA-SOUTH,2026-07-19 10:30:00,569.8,162004,93
US-EAST-01,2026-07-17 07:00:00,763.4,179928,90
ASIA-PAC,2026-07-25 14:00:00,749.1,157087,90
ASIA-PAC,2026-07-13 22:00:00,400.8,22569,59
ASIA-SOUTH,2026-07-16 16:30:00,700.7,21907,90
ASIA-SOUTH,2026-07-21 05:30:00,697.0,104484,86
US-EAST-01,2026-07-15 06:15:00,537.5,54869,80
ASIA-PAC,2026-07-10 05:15:00,317.3,168008,65
US-EAST-01,2026-07-28 17:45:00,547.6,70232,99
EMEA-EAST,2026-07-11 21:30:00,595.9,104589,88
US-SOUTH-01,2026-07-16 02:30:00,682.1,131029,97
US-WEST-01,2026-07-10 23:00:00,683.7,90791,80
ASIA-PAC,2026-07-16 13:00:00,947.8,149063,90
US-WEST-01,2026-07-31 20:45:00,884.2,164210,90
ASIA-SOUTH,2026-07-27 08:15:00,835.3,34805,90
US-EAST-01,2026-07-15 11:45:00,784.8,179515,90
US-WEST-01,2026-07-24 19:15:00,727.4,130469,90
ASIA-PAC,2026-07-12 00:00:00,203.7,44063,50
US-EAST-01,2026-07-20 21:45:00,828.3,116998,94
US-SOUTH-01,2026-07-12 21:30:00,782.0,24958,90
US-EAST-01,2026-07-26 00:45:00,442.6,79300,83
US-SOUTH-01,2026-07-19 22:15:00,1016.2,125258,90
ASIA-PAC,2026-07-26 11:45:00,935.2,147058,90
EMEA-WEST,2026-07-30 19:15:00,764.9,50206,90
EMEA-EAST,2026-07-15 17:15:00,869.7,175701,90
ASIA-SOUTH,2026-07-27 02:45:00,890.8,100310,90
ASIA-PAC,2026-07-31 08:00:00,904.4,84097,97
ASIA-PAC,2026-07-28 01:30:00,739.8,44211,93
US-SOUTH-01,2026-07-31 05:45:00,745.7,125452,90
US-EAST-01,2026-07-12 09:30:00,647.6,37258,80
EMEA-WEST,2026-07-31 09:30:00,283.2,114495,68
ASIA-PAC,2026-07-15 20:15:00,1035.9,73439,90
ASIA-PAC,2026-07-24 10:15:00,385.8,121713,58
ASIA-SOUTH,2026-07-17 13:15:00,528.0,128578,80
US-WEST-01,2026-07-17 11:30:00,472.7,75964,84
US-WEST-01,2026-07-11 04:30:00,872.2,135042,90
US-EAST-01,2026-07-16 17:15:00,629.1,135684,80
ASIA-PAC,2026-07-21 00:00:00,436.0,27749,77
US-WEST-01,2026-07-25 21:45:00,153.5,122326,47
US-SOUTH-01,2026-07-26 07:30:00,616.3,153758,80
EMEA-EAST,2026-07-16 23:00:00,297.0,30324,97
ASIA-SOUTH,2026-07-21 22:30:00,506.2,62827,80
ASIA-PAC,2026-07-16 17:45:00,806.7,74757,97
US-EAST-01,2026-07-27 10:00:00,380.5,120341,56
ASIA-SOUTH,2026-07-29 19:30:00,219.9,163728,47
US-WEST-01,2026-07-22 08:00:00,254.1,111624,48
US-SOUTH-01,2026-07-31 22:15:00,595.3,158793,80
ASIA-PAC,2026-07-10 20:30:00,878.0,37890,90
US-EAST-01,2026-07-24 18:45:00,703.4,169345,90
US-SOUTH-01,2026-07-10 05:00:00,506.1,177558,80
US-EAST-01,2026-07-17 03:15:00,640.2,132411,80
EMEA-EAST,2026-07-31 06:30:00,816.9,171306,90
ASIA-PAC,2026-07-15 13:00:00,687.5,117086,80
US-EAST-01,2026-07-11 05:30:00,538.0,134233,80
EMEA-EAST,2026-07-13 23:45:00,394.5,28703,76
US-SOUTH-01,2026-07-10 02:15:00,713.3,134838,90
US-EAST-01,2026-07-23 18:15:00,575.1,75001,99
ASIA-PAC,2026-07-30 15:45:00,883.8,116855,90
US-EAST-01,2026-07-13 21:45:00,446.8,91162,72
US-EAST-01,2026-07-12 23:45:00,532.1,176237,88
EMEA-EAST,2026-07-26 13:00:00,877.5,144472,90
US-EAST-01,2026-07-21 06:45:00,539.0,41973,81
ASIA-PAC,2026-07-11 13:30:00,580.4,142892,82
US-SOUTH-01,2026-07-31 20:00:00,622.3,57158,80
US-EAST-01,2026-07-29 04:00:00,131.0,93684,70
ASIA-PAC,2026-07-25 12:30:00,995.7,92638,95
US-SOUTH-01,2026-07-16 06:45:00,949.6,86186,91
ASIA-PAC,2026-07-31 03:30:00,801.8,67232,90
US-EAST-01,2026-07-21 02:45:00,150.4,147265,70
EMEA-WEST,2026-07-24 04:45:00,564.8,70847,97
ASIA-PAC,2026-07-22 22:00:00,867.9,87663,94
US-EAST-01,2026-07-19 12:30:00,671.5,23572,90
ASIA-PAC,2026-07-11 09:45:00,796.6,95886,90
US-SOUTH-01,2026-07-27 01:15:00,514.6,153547,81
ASIA-PAC,2026-07-12 01:00:00,953.6,167360,90
ASIA-SOUTH,2026-07-14 19:30:00,753.6,154876,90
ASIA-SOUTH,2026-07-13 02:45:00,564.3,148509,83
ASIA-PAC,2026-07-10 00:15:00,441.6,23093,55
US-EAST-01,2026-07-28 16:45:00,415.1,133300,84
ASIA-SOUTH,2026-07-22 07:45:00,265.9,140121,93
EMEA-EAST,2026-07-15 15:30:00,464.4,59656,72
US-SOUTH-01,2026-07-27 17:30:00,389.2,130765,75
ASIA-PAC,2026-07-25 19:30:00,849.5,156882,90
US-WEST-01,2026-07-24 22:00:00,515.1,75942,99
US-EAST-01,2026-07-23 01:30:00,370.1,139295,49
US-EAST-01,2026-07-14 22:45:00,797.9,126079,90
ASIA-SOUTH,2026-07-21 20:45:00,258.1,26752,62
ASIA-PAC,2026-07-25 03:00:00,966.7,140524,90
US-SOUTH-01,2026-07-31 14:15:00,417.4,196705,83
ASIA-SOUTH,2026-07-23 18:45:00,430.8,121206,82
US-EAST-01,2026-07-26 15:30:00,538.6,106602,80
US-SOUTH-01,2026-07-13 12:15:00,545.9,47740,80
ASIA-PAC,2026-07-28 04:45:00,942.4,53780,90
EMEA-WEST,2026-07-14 04:15:00,396.2,32373,59
ASIA-PAC,2026-07-16 13:00:00,747.6,49269,90
