complaint_id,region,timestamp,category,customer_count,escalation_level
CPLNT-065398,ASIA-SOUTH,2026-07-11 10:20:00,No Signal,500,High
CPLNT-065399,US-SOUTH-01,2026-07-20 17:25:00,Service Outage,900,High
CPLNT-065400,US-SOUTH-01,2026-07-16 02:20:00,Service Outage,300,Critical
CPLNT-065401,EMEA-WEST,2026-07-22 13:35:00,Service Outage,40,High
CPLNT-065402,US-WEST-01,2026-07-25 13:20:00,Connection Drops,120,Medium
CPLNT-065403,US-EAST-01,2026-07-24 22:10:00,No Signal,50,Low
CPLNT-065404,EMEA-EAST,2026-07-16 18:05:00,Service Outage,60,Critical
CPLNT-065405,EMEA-EAST,2026-07-31 16:35:00,Service Outage,80,High
CPLNT-065406,ASIA-PAC,2026-07-13 23:35:00,Service Outage,770,Medium
CPLNT-065407,ASIA-SOUTH,2026-07-27 23:25:00,Service Outage,60,Low
CPLNT-065408,ASIA-PAC,2026-07-11 05:30:00,Service Outage,320,Low
CPLNT-065409,ASIA-SOUTH,2026-07-25 11:00:00,Service Outage,320,Medium
CPLNT-065410,US-EAST-01,2026-07-20 18:35:00,No Signal,40,Medium
CPLNT-065411,US-WEST-01,2026-07-10 04:20:00,Service Outage,400,High
CPLNT-065412,US-WEST-01,2026-07-28 06:40:00,No Signal,550,Medium
CPLNT-065413,ASIA-SOUTH,2026-07-13 20:05:00,Service Outage,1000,Critical
CPLNT-065414,US-SOUTH-01,2026-07-24 11:05:00,Service Outage,251,High
CPLNT-065415,US-SOUTH-01,2026-07-27 08:15:00,Service Outage,850,Critical
CPLNT-065416,US-EAST-01,2026-07-15 20:00:00,Service Outage,950,High
CPLNT-065417,ASIA-PAC,2026-07-26 16:00:00,No Signal,770,Medium
CPLNT-065418,ASIA-SOUTH,2026-07-21 15:40:00,Service Outage,200,Low
CPLNT-065419,EMEA-WEST,2026-07-16 00:20:00,Service Outage,950,Critical
CPLNT-065420,EMEA-EAST,2026-07-29 12:40:00,Service Outage,320,Medium
CPLNT-065421,US-EAST-01,2026-07-24 17:35:00,Service Outage,850,High
CPLNT-065422,ASIA-PAC,2026-07-30 09:45:00,Service Outage,140,Low
CPLNT-065423,EMEA-EAST,2026-07-16 09:25:00,No Signal,480,High
CPLNT-065424,EMEA-WEST,2026-07-13 15:45:00,Service Outage,950,Critical
CPLNT-065425,US-WEST-01,2026-07-14 12:00:00,No Signal,350,Low
CPLNT-065426,US-WEST-01,2026-07-31 12:15:00,Service Outage,280,Low
CPLNT-065427,ASIA-SOUTH,2026-07-23 07:20:00,No Signal,700,Medium
CPLNT-065428,ASIA-PAC,2026-07-17 21:10:00,No Signal,308,High
CPLNT-065429,US-EAST-01,2026-07-15 09:40:00,Service Outage,200,Low
CPLNT-065430,EMEA-WEST,2026-07-19 16:20:00,No Signal,280,High
CPLNT-065431,US-SOUTH-01,2026-07-12 19:35:00,Service Outage,50,Low
CPLNT-065432,US-WEST-01,2026-07-31 21:05:00,No Signal,320,Low
CPLNT-065433,US-SOUTH-01,2026-07-28 12:05:00,Service Outage,250,Critical
CPLNT-065434,US-SOUTH-01,2026-07-28 13:45:00,High Latency,200,Medium
CPLNT-065435,US-WEST-01,2026-07-10 13:20:00,Connection Drops,150,Critical
CPLNT-065436,EMEA-WEST,2026-07-29 02:30:00,Service Outage,250,Medium
CPLNT-065437,EMEA-EAST,2026-07-30 10:15:00,No Signal,500,High
CPLNT-065438,US-SOUTH-01,2026-07-23 03:45:00,Service Outage,180,Critical
CPLNT-065439,ASIA-PAC,2026-07-20 18:00:00,No Signal,700,Medium
CPLNT-065440,US-WEST-01,2026-07-22 05:00:00,Service Outage,320,Low
CPLNT-065441,EMEA-WEST,2026-07-12 04:10:00,Service Outage,30,Critical
CPLNT-065442,US-EAST-01,2026-07-31 16:30:00,Slow Network,500,High
CPLNT-065443,US-SOUTH-01,2026-07-11 06:00:00,Service Outage,1540,High
CPLNT-065444,ASIA-SOUTH,2026-07-12 21:30:00,No Signal,300,Critical
CPLNT-065445,EMEA-EAST,2026-07-31 14:40:00,Service Outage,20,High
CPLNT-065446,EMEA-EAST,2026-07-15 18:20:00,No Signal,20,Low
CPLNT-065447,US-SOUTH-01,2026-07-15 19:45:00,Service Outage,770,High
CPLNT-065448,EMEA-WEST,2026-07-31 11:10:00,No Signal,1000,Critical
CPLNT-065449,US-SOUTH-01,2026-07-18 15:35:00,Service Outage,420,Medium
CPLNT-065450,ASIA-PAC,2026-07-14 01:05:00,Service Outage,489,High
CPLNT-065451,ASIA-SOUTH,2026-07-11 23:15:00,Service Outage,850,High
CPLNT-065452,ASIA-PAC,2026-07-22 10:15:00,No Signal,180,Medium
CPLNT-065453,US-EAST-01,2026-07-25 02:20:00,Service Outage,450,High
CPLNT-065454,US-EAST-01,2026-07-12 20:20:00,Service Outage,480,High
CPLNT-065455,US-EAST-01,2026-07-23 05:15:00,Service Outage,800,Critical
CPLNT-065456,US-EAST-01,2026-07-31 06:10:00,Service Outage,850,High
CPLNT-065457,EMEA-WEST,2026-07-13 02:05:00,Service Outage,750,Medium
CPLNT-065458,ASIA-PAC,2026-07-17 18:05:00,No Signal,250,High
CPLNT-065459,ASIA-PAC,2026-07-18 15:10:00,Service Outage,550,High
CPLNT-065460,US-SOUTH-01,2026-07-11 03:10:00,No Signal,100,Medium
CPLNT-065461,ASIA-PAC,2026-07-16 11:40:00,Service Outage,560,High
CPLNT-065462,US-SOUTH-01,2026-07-10 13:00:00,Service Outage,850,High
CPLNT-065463,EMEA-EAST,2026-07-30 17:40:00,Service Outage,900,Critical
CPLNT-065464,US-EAST-01,2026-07-25 13:15:00,Connection Drops,320,Low
CPLNT-065465,ASIA-SOUTH,2026-07-13 13:05:00,Service Outage,750,Medium
CPLNT-065466,US-WEST-01,2026-07-24 11:00:00,Service Outage,100,Medium
CPLNT-065467,US-SOUTH-01,2026-07-14 05:40:00,Service Outage,50,Low
CPLNT-065468,US-EAST-01,2026-07-11 22:20:00,Service Outage,650,High
CPLNT-065469,EMEA-WEST,2026-07-20 20:45:00,No Signal,850,Critical
CPLNT-065470,ASIA-SOUTH,2026-07-18 19:45:00,Service Outage,500,Medium
CPLNT-065471,ASIA-PAC,2026-07-16 05:15:00,No Signal,280,Critical
CPLNT-065472,ASIA-PAC,2026-07-13 11:25:00,No Signal,112,Low
CPLNT-065473,US-WEST-01,2026-07-27 02:15:00,Intermittent Service,1200,High
CPLNT-065474,EMEA-WEST,2026-07-30 22:20:00,Service Outage,1000,Critical
CPLNT-065475,ASIA-PAC,2026-07-30 21:15:00,Connection Drops,770,Medium
CPLNT-065476,ASIA-SOUTH,2026-07-16 06:15:00,Service Outage,90,Critical
CPLNT-065477,ASIA-SOUTH,2026-07-11 13:15:00,Service Outage,650,High
CPLNT-065478,ASIA-PAC,2026-07-27 21:35:00,No Signal,900,Critical
CPLNT-065479,EMEA-EAST,2026-07-29 04:30:00,No Signal,850,Critical
CPLNT-065480,EMEA-EAST,2026-07-10 22:20:00,Connection Drops,80,Low
CPLNT-065481,US-EAST-01,2026-07-19 11:35:00,Service Outage,250,Low
CPLNT-065482,US-SOUTH-01,2026-07-25 03:05:00,Service Outage,840,High
CPLNT-065483,ASIA-PAC,2026-07-25 06:30:00,Service Outage,350,Medium
CPLNT-065484,US-SOUTH-01,2026-07-26 01:35:00,No Signal,210,Medium
CPLNT-065485,US-EAST-01,2026-07-22 16:40:00,Service Outage,250,Medium
CPLNT-065486,US-SOUTH-01,2026-07-20 05:35:00,No Signal,800,High
CPLNT-065487,EMEA-WEST,2026-07-28 17:45:00,No Signal,850,High
CPLNT-065488,US-WEST-01,2026-07-17 12:25:00,Service Outage,100,High
CPLNT-065489,ASIA-SOUTH,2026-07-12 12:05:00,No Signal,250,Critical
CPLNT-065490,EMEA-EAST,2026-07-19 23:35:00,Service Outage,400,Medium
CPLNT-065491,US-EAST-01,2026-07-21 03:10:00,Connection Drops,900,High
CPLNT-065492,EMEA-WEST,2026-07-28 15:05:00,No Signal,100,Low
CPLNT-065493,US-SOUTH-01,2026-07-11 12:45:00,No Signal,210,Low
CPLNT-065494,ASIA-PAC,2026-07-31 05:25:00,Service Outage,320,High
CPLNT-065495,US-EAST-01,2026-07-29 15:05:00,Service Outage,90,Medium
CPLNT-065496,US-SOUTH-01,2026-07-27 06:20:00,No Signal,630,Medium
CPLNT-065497,ASIA-PAC,2026-07-16 20:30:00,Slow Network,100,Low
CPLNT-065498,US-WEST-01,2026-07-30 17:10:00,No Signal,200,High
CPLNT-065499,EMEA-WEST,2026-07-31 15:25:00,No Signal,1200,Critical
CPLNT-065500,EMEA-WEST,2026-07-13 14:45:00,No Signal,60,High
CPLNT-065501,US-SOUTH-01,2026-07-15 20:00:00,Service Outage,90,Low
CPLNT-065502,EMEA-EAST,2026-07-27 06:30:00,No Signal,350,High
CPLNT-065503,US-WEST-01,2026-07-13 02:00:00,Service Outage,650,Medium
CPLNT-065504,ASIA-SOUTH,2026-07-15 17:45:00,Service Outage,800,Critical
CPLNT-065505,ASIA-PAC,2026-07-20 10:00:00,Service Outage,1000,High
CPLNT-065506,ASIA-SOUTH,2026-07-28 05:20:00,High Latency,60,Low
CPLNT-065507,US-EAST-01,2026-07-11 08:30:00,No Signal,1200,High
CPLNT-065508,US-SOUTH-01,2026-07-30 11:30:00,Service Outage,550,Medium
CPLNT-065509,US-EAST-01,2026-07-29 13:00:00,No Signal,450,High
CPLNT-065510,US-SOUTH-01,2026-07-31 17:15:00,Service Outage,600,Medium
CPLNT-065511,US-EAST-01,2026-07-25 19:05:00,Service Outage,280,Low
CPLNT-065512,EMEA-EAST,2026-07-22 18:00:00,Service Outage,950,Critical
CPLNT-065513,US-EAST-01,2026-07-13 07:45:00,No Signal,550,High
CPLNT-065514,EMEA-WEST,2026-07-12 11:10:00,Service Outage,900,Critical
CPLNT-065515,ASIA-PAC,2026-07-20 13:10:00,Service Outage,56,High
CPLNT-065516,ASIA-PAC,2026-07-13 06:25:00,Connection Drops,450,High
CPLNT-065517,US-WEST-01,2026-07-30 06:35:00,Service Outage,480,Medium
CPLNT-065518,US-SOUTH-01,2026-07-30 18:40:00,Service Outage,672,High
CPLNT-065519,EMEA-EAST,2026-07-28 02:20:00,Service Outage,650,Medium
CPLNT-065520,US-EAST-01,2026-07-28 01:25:00,Service Outage,1200,High
CPLNT-065521,ASIA-SOUTH,2026-07-25 11:35:00,No Signal,600,Medium
CPLNT-065522,US-EAST-01,2026-07-14 11:00:00,Service Outage,600,High
CPLNT-065523,ASIA-PAC,2026-07-26 09:45:00,No Signal,450,Medium
CPLNT-065524,ASIA-SOUTH,2026-07-22 17:35:00,No Signal,220,Low
CPLNT-065525,ASIA-SOUTH,2026-07-10 11:20:00,Service Outage,20,Medium
CPLNT-065526,EMEA-WEST,2026-07-20 17:00:00,No Signal,100,Critical
CPLNT-065527,ASIA-PAC,2026-07-23 15:00:00,No Signal,380,Critical
CPLNT-065528,EMEA-WEST,2026-07-18 13:35:00,No Signal,220,Low
CPLNT-065529,ASIA-SOUTH,2026-07-28 19:40:00,Service Outage,40,Low
CPLNT-065530,ASIA-SOUTH,2026-07-27 00:00:00,Service Outage,450,Medium
CPLNT-065531,EMEA-WEST,2026-07-30 08:25:00,No Signal,320,Low
CPLNT-065532,ASIA-SOUTH,2026-07-15 05:00:00,No Signal,90,Critical
CPLNT-065533,US-EAST-01,2026-07-28 15:00:00,Service Outage,900,Critical
CPLNT-065534,US-SOUTH-01,2026-07-12 01:05:00,Service Outage,80,Low
CPLNT-065535,US-SOUTH-01,2026-07-20 20:45:00,No Signal,800,High
CPLNT-065536,US-SOUTH-01,2026-07-16 13:30:00,No Signal,800,High
CPLNT-065537,ASIA-PAC,2026-07-30 00:25:00,Service Outage,850,High
CPLNT-065538,ASIA-PAC,2026-07-16 19:00:00,Intermittent Service,350,Low
CPLNT-065539,ASIA-PAC,2026-07-19 14:20:00,No Signal,20,High
CPLNT-065540,US-EAST-01,2026-07-30 09:35:00,Service Outage,950,High
CPLNT-065541,US-EAST-01,2026-07-20 20:30:00,Service Outage,480,Medium
CPLNT-065542,US-EAST-01,2026-07-24 20:20:00,Service Outage,750,High
CPLNT-065543,EMEA-EAST,2026-07-15 08:10:00,Service Outage,80,Critical
CPLNT-065544,US-WEST-01,2026-07-28 18:05:00,Service Outage,400,High
CPLNT-065545,US-SOUTH-01,2026-07-16 23:20:00,No Signal,1050,Critical
CPLNT-065546,US-EAST-01,2026-07-24 08:10:00,No Signal,800,High
CPLNT-065547,EMEA-WEST,2026-07-29 19:00:00,No Signal,180,Low
CPLNT-065548,ASIA-SOUTH,2026-07-20 19:10:00,Service Outage,50,Low
CPLNT-065549,ASIA-PAC,2026-07-19 05:40:00,Service Outage,20,Medium
CPLNT-065550,ASIA-PAC,2026-07-20 00:30:00,Slow Network,600,High
CPLNT-065551,US-EAST-01,2026-07-24 13:35:00,Service Outage,90,High
CPLNT-065552,US-SOUTH-01,2026-07-15 09:10:00,Service Outage,770,High
CPLNT-065553,US-WEST-01,2026-07-14 17:25:00,Service Outage,400,High
CPLNT-065554,US-SOUTH-01,2026-07-15 11:00:00,Service Outage,300,Critical
CPLNT-065555,US-SOUTH-01,2026-07-18 22:25:00,Connection Drops,1100,High
CPLNT-065556,US-EAST-01,2026-07-29 22:40:00,No Signal,750,Medium
CPLNT-065557,EMEA-WEST,2026-07-28 23:45:00,Service Outage,600,High
CPLNT-065558,ASIA-PAC,2026-07-31 04:25:00,Service Outage,30,Medium
CPLNT-065559,US-EAST-01,2026-07-21 03:25:00,No Signal,750,High
CPLNT-065560,ASIA-PAC,2026-07-13 04:45:00,Service Outage,1200,Critical
CPLNT-065561,EMEA-WEST,2026-07-23 08:45:00,No Signal,480,High
CPLNT-065562,US-EAST-01,2026-07-18 12:00:00,Service Outage,120,Low
CPLNT-065563,EMEA-EAST,2026-07-26 21:05:00,Service Outage,500,High
CPLNT-065564,US-EAST-01,2026-07-26 10:25:00,No Signal,1000,High
CPLNT-065565,US-WEST-01,2026-07-18 16:45:00,No Signal,300,Low
CPLNT-065566,ASIA-SOUTH,2026-07-10 19:45:00,No Signal,60,Medium
CPLNT-065567,ASIA-PAC,2026-07-15 20:25:00,No Signal,350,Low
CPLNT-065568,EMEA-EAST,2026-07-26 18:20:00,Intermittent Service,950,High
CPLNT-065569,US-SOUTH-01,2026-07-10 01:40:00,No Signal,1200,High
CPLNT-065570,EMEA-EAST,2026-07-18 12:40:00,Service Outage,50,Medium
CPLNT-065571,ASIA-PAC,2026-07-18 20:35:00,Service Outage,840,Critical
CPLNT-065572,US-EAST-01,2026-07-18 18:20:00,No Signal,90,Medium
CPLNT-065573,EMEA-EAST,2026-07-28 17:00:00,Service Outage,450,High
CPLNT-065574,US-SOUTH-01,2026-07-25 13:15:00,No Signal,320,Critical
CPLNT-065575,ASIA-SOUTH,2026-07-24 08:00:00,Service Outage,500,Medium
CPLNT-065576,EMEA-EAST,2026-07-15 19:30:00,Service Outage,350,Medium
CPLNT-065577,EMEA-WEST,2026-07-28 03:15:00,Service Outage,280,High
CPLNT-065578,US-WEST-01,2026-07-29 16:10:00,Service Outage,100,Critical
CPLNT-065579,US-WEST-01,2026-07-15 10:10:00,No Signal,250,High
CPLNT-065580,ASIA-SOUTH,2026-07-25 16:05:00,Service Outage,220,Medium
CPLNT-065581,US-SOUTH-01,2026-07-17 10:15:00,Service Outage,560,High
CPLNT-065582,ASIA-PAC,2026-07-11 00:15:00,Service Outage,400,High
CPLNT-065583,EMEA-WEST,2026-07-28 06:00:00,Service Outage,90,High
CPLNT-065584,US-SOUTH-01,2026-07-19 03:35:00,No Signal,1190,Critical
CPLNT-065585,US-EAST-01,2026-07-30 18:45:00,No Signal,220,High
CPLNT-065586,US-SOUTH-01,2026-07-14 08:15:00,No Signal,1120,High
CPLNT-065587,ASIA-SOUTH,2026-07-20 21:45:00,Service Outage,320,Medium
CPLNT-065588,EMEA-WEST,2026-07-14 12:40:00,No Signal,150,Critical
CPLNT-065589,US-EAST-01,2026-07-19 13:35:00,Service Outage,80,Medium
CPLNT-065590,US-SOUTH-01,2026-07-10 15:05:00,High Latency,200,Medium
CPLNT-065591,EMEA-EAST,2026-07-25 16:00:00,Service Outage,180,Critical
CPLNT-065592,US-WEST-01,2026-07-19 13:45:00,Service Outage,900,Critical
CPLNT-065593,ASIA-PAC,2026-07-17 15:00:00,Service Outage,120,Low
CPLNT-065594,ASIA-SOUTH,2026-07-19 08:00:00,Service Outage,600,High
CPLNT-065595,EMEA-WEST,2026-07-20 08:30:00,Service Outage,350,High
CPLNT-065596,ASIA-PAC,2026-07-31 12:30:00,Service Outage,480,Medium
CPLNT-065597,EMEA-WEST,2026-07-27 20:00:00,Service Outage,200,Critical
CPLNT-065598,US-EAST-01,2026-07-13 16:05:00,No Signal,30,Low
CPLNT-065599,US-EAST-01,2026-07-14 15:45:00,No Signal,1000,High
CPLNT-065600,US-EAST-01,2026-07-16 17:25:00,Service Outage,400,High
CPLNT-065601,EMEA-EAST,2026-07-13 15:20:00,Service Outage,950,Critical
CPLNT-065602,US-SOUTH-01,2026-07-11 17:00:00,Service Outage,70,Medium
CPLNT-065603,US-SOUTH-01,2026-07-31 20:00:00,Service Outage,700,High
CPLNT-065604,ASIA-PAC,2026-07-24 05:05:00,Service Outage,840,Critical
CPLNT-065605,ASIA-SOUTH,2026-07-17 04:45:00,Service Outage,100,Medium
CPLNT-065606,US-EAST-01,2026-07-30 22:20:00,Service Outage,550,High
CPLNT-065607,US-EAST-01,2026-07-18 07:45:00,Service Outage,20,High
CPLNT-065608,ASIA-SOUTH,2026-07-19 04:20:00,No Signal,220,Low
CPLNT-065609,EMEA-WEST,2026-07-28 03:35:00,Service Outage,380,Medium
CPLNT-065610,ASIA-PAC,2026-07-28 05:40:00,Service Outage,251,Low
CPLNT-065611,US-EAST-01,2026-07-17 04:20:00,Slow Network,100,Critical
CPLNT-065612,ASIA-PAC,2026-07-10 02:05:00,Service Outage,50,Critical
CPLNT-065613,US-WEST-01,2026-07-31 10:15:00,No Signal,900,Critical
CPLNT-065614,EMEA-WEST,2026-07-20 08:45:00,No Signal,100,Low
CPLNT-065615,ASIA-PAC,2026-07-14 05:45:00,Service Outage,90,Low
CPLNT-065616,US-EAST-01,2026-07-31 14:10:00,No Signal,1100,High
CPLNT-065617,EMEA-EAST,2026-07-22 01:20:00,Connection Drops,480,Medium
CPLNT-065618,US-EAST-01,2026-07-31 16:25:00,No Signal,150,Critical
CPLNT-065619,ASIA-PAC,2026-07-27 10:35:00,Service Outage,120,Low
CPLNT-065620,US-SOUTH-01,2026-07-29 02:30:00,Service Outage,1120,High
CPLNT-065621,US-SOUTH-01,2026-07-21 13:30:00,No Signal,1540,Critical
CPLNT-065622,US-SOUTH-01,2026-07-16 10:20:00,No Signal,50,Low
CPLNT-065623,US-EAST-01,2026-07-22 16:30:00,Service Outage,850,Critical
CPLNT-065624,US-EAST-01,2026-07-11 17:15:00,No Signal,30,Critical
CPLNT-065625,US-EAST-01,2026-07-24 23:35:00,No Signal,220,Low
CPLNT-065626,ASIA-PAC,2026-07-13 11:10:00,Service Outage,320,Low
CPLNT-065627,EMEA-WEST,2026-07-21 01:20:00,Service Outage,150,Medium
CPLNT-065628,US-SOUTH-01,2026-07-20 14:25:00,Service Outage,420,High
CPLNT-065629,EMEA-WEST,2026-07-18 13:40:00,No Signal,100,High
CPLNT-065630,EMEA-EAST,2026-07-28 16:45:00,Service Outage,180,Critical
CPLNT-065631,ASIA-SOUTH,2026-07-18 08:25:00,Service Outage,90,Low
CPLNT-065632,US-SOUTH-01,2026-07-29 06:15:00,Service Outage,280,Medium
CPLNT-065633,US-SOUTH-01,2026-07-27 16:35:00,Service Outage,168,Medium
CPLNT-065634,US-EAST-01,2026-07-28 22:05:00,No Signal,30,Low
CPLNT-065635,US-WEST-01,2026-07-11 08:00:00,No Signal,180,Medium
CPLNT-065636,US-WEST-01,2026-07-19 03:35:00,Service Outage,600,Medium
CPLNT-065637,ASIA-PAC,2026-07-31 22:00:00,Service Outage,180,Critical
CPLNT-065638,ASIA-PAC,2026-07-18 01:20:00,No Signal,400,Medium
CPLNT-065639,US-SOUTH-01,2026-07-29 14:00:00,No Signal,450,Medium
CPLNT-065640,US-SOUTH-01,2026-07-24 07:25:00,Service Outage,56,Medium
CPLNT-065641,ASIA-PAC,2026-07-21 00:30:00,Service Outage,50,Medium
CPLNT-065642,US-EAST-01,2026-07-21 14:45:00,No Signal,80,Low
CPLNT-065643,EMEA-WEST,2026-07-29 03:00:00,No Signal,380,Medium
CPLNT-065644,ASIA-SOUTH,2026-07-22 01:25:00,Connection Drops,350,Medium
CPLNT-065645,US-SOUTH-01,2026-07-16 08:30:00,Service Outage,350,Critical
CPLNT-065646,US-EAST-01,2026-07-30 18:10:00,Service Outage,1200,High
CPLNT-065647,US-WEST-01,2026-07-26 09:45:00,Intermittent Service,30,High
CPLNT-065648,ASIA-PAC,2026-07-17 14:30:00,No Signal,280,Medium
CPLNT-065649,EMEA-EAST,2026-07-12 21:20:00,Service Outage,20,Medium
CPLNT-065650,US-EAST-01,2026-07-10 05:35:00,No Signal,100,Critical
CPLNT-065651,US-WEST-01,2026-07-30 11:45:00,Service Outage,280,High
CPLNT-065652,US-WEST-01,2026-07-17 14:05:00,Service Outage,600,High
CPLNT-065653,ASIA-SOUTH,2026-07-16 11:00:00,Service Outage,320,Low
CPLNT-065654,US-SOUTH-01,2026-07-30 04:10:00,Service Outage,1100,High
CPLNT-065655,EMEA-WEST,2026-07-25 23:35:00,Intermittent Service,20,Low
CPLNT-065656,US-EAST-01,2026-07-21 13:40:00,No Signal,900,Critical
CPLNT-065657,EMEA-EAST,2026-07-19 23:45:00,Service Outage,550,High
CPLNT-065658,US-SOUTH-01,2026-07-18 22:30:00,Service Outage,28,Critical
CPLNT-065659,ASIA-PAC,2026-07-28 21:30:00,Service Outage,60,High
CPLNT-065660,US-WEST-01,2026-07-21 00:25:00,No Signal,300,Medium
CPLNT-065661,US-SOUTH-01,2026-07-12 00:45:00,Slow Network,900,Critical
CPLNT-065662,US-WEST-01,2026-07-26 16:05:00,No Signal,320,Medium
CPLNT-065663,US-EAST-01,2026-07-23 02:10:00,Service Outage,600,Medium
CPLNT-065664,US-WEST-01,2026-07-31 18:45:00,Service Outage,1000,Critical
CPLNT-065665,EMEA-WEST,2026-07-27 03:40:00,No Signal,220,Low
CPLNT-065666,US-EAST-01,2026-07-10 12:30:00,No Signal,200,Critical
CPLNT-065667,US-WEST-01,2026-07-31 13:30:00,Service Outage,900,High
CPLNT-065668,ASIA-PAC,2026-07-17 15:20:00,Service Outage,1120,High
CPLNT-065669,EMEA-WEST,2026-07-29 21:40:00,Connection Drops,1000,High
CPLNT-065670,ASIA-PAC,2026-07-15 22:10:00,No Signal,30,High
CPLNT-065671,US-SOUTH-01,2026-07-11 03:05:00,Service Outage,140,High
CPLNT-065672,EMEA-EAST,2026-07-14 12:40:00,Service Outage,250,Low
CPLNT-065673,ASIA-PAC,2026-07-27 05:20:00,Service Outage,1200,High
CPLNT-065674,ASIA-PAC,2026-07-30 04:15:00,Service Outage,250,Critical
CPLNT-065675,ASIA-PAC,2026-07-12 10:10:00,Service Outage,30,High
CPLNT-065676,US-EAST-01,2026-07-15 02:00:00,Service Outage,150,Low
CPLNT-065677,ASIA-PAC,2026-07-24 01:05:00,No Signal,700,High
CPLNT-065678,US-WEST-01,2026-07-23 04:30:00,Service Outage,500,Medium
CPLNT-065679,EMEA-EAST,2026-07-22 07:30:00,No Signal,220,High
CPLNT-065680,US-WEST-01,2026-07-16 15:15:00,Service Outage,700,High
CPLNT-065681,ASIA-PAC,2026-07-19 12:00:00,Service Outage,1120,High
CPLNT-065682,US-SOUTH-01,2026-07-26 05:00:00,Service Outage,800,Critical
CPLNT-065683,EMEA-WEST,2026-07-25 16:40:00,Service Outage,220,Critical
CPLNT-065684,EMEA-WEST,2026-07-23 13:25:00,No Signal,150,Medium
CPLNT-065685,EMEA-WEST,2026-07-29 16:15:00,No Signal,550,Medium
CPLNT-065686,EMEA-EAST,2026-07-10 03:45:00,Service Outage,1000,Critical
CPLNT-065687,ASIA-PAC,2026-07-27 04:15:00,Service Outage,979,High
CPLNT-065688,US-SOUTH-01,2026-07-11 12:05:00,No Signal,280,Low
CPLNT-065689,US-EAST-01,2026-07-11 05:45:00,No Signal,100,Low
CPLNT-065690,US-EAST-01,2026-07-20 21:10:00,Service Outage,350,High
CPLNT-065691,EMEA-EAST,2026-07-20 01:45:00,Service Outage,650,Medium
CPLNT-065692,ASIA-PAC,2026-07-27 19:40:00,Service Outage,1330,High
CPLNT-065693,EMEA-WEST,2026-07-17 10:15:00,Service Outage,480,High
CPLNT-065694,EMEA-WEST,2026-07-18 23:15:00,Service Outage,800,High
CPLNT-065695,US-SOUTH-01,2026-07-18 13:35:00,No Signal,168,Critical
CPLNT-065696,US-EAST-01,2026-07-22 18:25:00,High Latency,900,Critical
CPLNT-065697,ASIA-PAC,2026-07-26 13:00:00,Service Outage,150,High
CPLNT-065698,EMEA-WEST,2026-07-28 23:25:00,Service Outage,180,Low
CPLNT-065699,EMEA-EAST,2026-07-31 18:35:00,No Signal,600,High
CPLNT-065700,EMEA-WEST,2026-07-30 19:15:00,Service Outage,700,Medium
CPLNT-065701,US-WEST-01,2026-07-21 23:20:00,Service Outage,400,Medium
CPLNT-065702,US-EAST-01,2026-07-17 08:45:00,No Signal,120,Low
CPLNT-065703,ASIA-PAC,2026-07-28 06:35:00,No Signal,90,Low
CPLNT-065704,US-WEST-01,2026-07-18 14:00:00,Service Outage,40,Low
CPLNT-065705,US-SOUTH-01,2026-07-17 15:10:00,Service Outage,220,Critical
CPLNT-065706,ASIA-SOUTH,2026-07-30 13:45:00,Service Outage,850,High
CPLNT-065707,ASIA-SOUTH,2026-07-12 13:20:00,No Signal,500,High
CPLNT-065708,US-EAST-01,2026-07-12 09:10:00,Service Outage,400,High
CPLNT-065709,US-SOUTH-01,2026-07-11 09:30:00,No Signal,1400,Critical
CPLNT-065710,ASIA-PAC,2026-07-26 04:30:00,Service Outage,70,Critical
CPLNT-065711,EMEA-WEST,2026-07-15 12:05:00,No Signal,380,Low
CPLNT-065712,ASIA-PAC,2026-07-19 00:20:00,No Signal,650,High
CPLNT-065713,US-EAST-01,2026-07-16 20:10:00,Service Outage,500,Medium
CPLNT-065714,ASIA-PAC,2026-07-12 00:40:00,Service Outage,1680,Critical
CPLNT-065715,US-EAST-01,2026-07-16 14:45:00,Service Outage,200,Medium
CPLNT-065716,US-WEST-01,2026-07-10 00:25:00,Service Outage,100,Low
CPLNT-065717,US-SOUTH-01,2026-07-11 19:45:00,No Signal,42,High
CPLNT-065718,US-WEST-01,2026-07-22 15:15:00,Service Outage,250,Critical
CPLNT-065719,US-EAST-01,2026-07-29 19:20:00,Service Outage,40,Low
CPLNT-065720,ASIA-SOUTH,2026-07-23 08:15:00,High Latency,220,Critical
CPLNT-065721,US-EAST-01,2026-07-28 11:05:00,Service Outage,800,Critical
CPLNT-065722,US-SOUTH-01,2026-07-21 00:20:00,No Signal,250,Critical
CPLNT-065723,US-SOUTH-01,2026-07-19 23:00:00,No Signal,450,High
CPLNT-065724,ASIA-PAC,2026-07-19 00:35:00,No Signal,500,Medium
CPLNT-065725,ASIA-PAC,2026-07-14 22:10:00,Service Outage,60,Critical
CPLNT-065726,US-EAST-01,2026-07-25 05:25:00,Service Outage,320,Medium
CPLNT-065727,US-EAST-01,2026-07-26 16:15:00,Service Outage,280,Medium
CPLNT-065728,US-EAST-01,2026-07-26 03:15:00,Service Outage,250,Critical
CPLNT-065729,US-WEST-01,2026-07-21 16:45:00,Service Outage,250,High
