outage_id,region,timestamp,severity,component,status,duration_minutes
INC-053252,US-WEST-01,2026-07-27 18:00:00,Minor,Configuration Error,Resolved,45
INC-053253,ASIA-PAC,2026-07-12 22:25:00,Minor,Fiber Break,Active,120
INC-053254,EMEA-WEST,2026-07-22 11:00:00,Warning,Hardware Fault,Active,300
INC-053255,US-SOUTH-01,2026-07-19 14:30:00,Warning,Scheduled UPS Test,Active,720
INC-053256,ASIA-PAC,2026-07-15 07:10:00,Major,Power Outage,Active,480
INC-053257,EMEA-EAST,2026-07-13 05:10:00,Minor,Equipment Fault,Active,1080
INC-053258,ASIA-PAC,2026-07-31 15:30:00,Critical,Configuration Error,Resolved,360
INC-053259,ASIA-PAC,2026-07-24 20:10:00,Minor,Scheduled UPS Test,Resolved,150
INC-053260,US-SOUTH-01,2026-07-22 00:10:00,Warning,Fiber Break,Resolved,240
INC-053261,US-SOUTH-01,2026-07-24 20:35:00,Minor,Software Bug,Resolved,1800
INC-053262,US-EAST-01,2026-07-21 19:05:00,Warning,BGP Route,Resolved,180
INC-053263,ASIA-PAC,2026-07-16 13:25:00,Major,Equipment Fault,Active,180
INC-053264,ASIA-SOUTH,2026-07-17 22:00:00,Major,BGP Route,Active,600
INC-053265,EMEA-EAST,2026-07-23 07:05:00,Minor,Software Bug,Resolved,15
INC-053266,EMEA-EAST,2026-07-18 18:10:00,Minor,Equipment Fault,Active,120
INC-053267,US-EAST-01,2026-07-27 15:40:00,Critical,Scheduled UPS Test,Active,180
INC-053268,US-EAST-01,2026-07-27 15:20:00,Critical,Scheduled UPS Test,Resolved,180
INC-053269,US-SOUTH-01,2026-07-23 03:45:00,Critical,Power Outage,Active,900
INC-053270,ASIA-PAC,2026-07-20 04:15:00,Critical,Software Bug,Resolved,180
INC-053271,US-WEST-01,2026-07-26 11:10:00,Minor,Equipment Fault,Active,240
INC-053272,ASIA-SOUTH,2026-07-12 10:25:00,Major,Scheduled UPS Test,Active,180
INC-053273,US-EAST-01,2026-07-30 22:30:00,Minor,Power Outage,Resolved,720
INC-053274,US-SOUTH-01,2026-07-21 07:20:00,Major,Equipment Fault,Active,180
INC-053275,EMEA-EAST,2026-07-18 07:15:00,Warning,Power Outage,Resolved,240
INC-053276,EMEA-WEST,2026-07-28 15:00:00,Critical,Fiber Backbone,Active,180
INC-053277,ASIA-PAC,2026-07-13 04:45:00,Minor,Configuration Error,Active,1200
INC-053278,EMEA-EAST,2026-07-23 19:25:00,Minor,BGP Route,Resolved,360
INC-053279,US-SOUTH-01,2026-07-18 07:10:00,Critical,Power Outage,Active,1440
INC-053280,US-SOUTH-01,2026-07-31 08:45:00,Warning,Configuration Error,Active,1200
INC-053281,ASIA-PAC,2026-07-16 12:05:00,Critical,Hardware Fault,Active,1080
INC-053282,US-WEST-01,2026-07-28 18:35:00,Critical,Configuration Error,Resolved,180
INC-053283,ASIA-PAC,2026-07-30 21:40:00,Warning,Hardware Fault,Active,360
INC-053284,ASIA-PAC,2026-07-11 00:35:00,Major,Power Outage,Resolved,1440
INC-053285,EMEA-EAST,2026-07-26 22:00:00,Critical,Scheduled UPS Test,Active,720
INC-053286,EMEA-EAST,2026-07-23 16:00:00,Warning,Fiber Backbone,Active,120
INC-053287,US-SOUTH-01,2026-07-16 12:40:00,Warning,Fiber Break,Resolved,15
INC-053288,US-EAST-01,2026-07-28 17:05:00,Critical,BGP Route,Resolved,600
INC-053289,US-SOUTH-01,2026-07-23 18:00:00,Critical,BGP Route,Active,600
INC-053290,US-SOUTH-01,2026-07-11 20:20:00,Critical,Fiber Backbone,Active,180
INC-053291,ASIA-PAC,2026-07-22 20:30:00,Major,Software Bug,Active,720
INC-053292,ASIA-SOUTH,2026-07-16 03:00:00,Critical,Equipment Fault,Active,180
INC-053293,ASIA-SOUTH,2026-07-16 17:45:00,Major,Fiber Backbone,Resolved,180
INC-053294,EMEA-WEST,2026-07-28 13:15:00,Warning,BGP Route,Active,120
INC-053295,US-EAST-01,2026-07-17 07:40:00,Minor,Equipment Fault,Active,120
INC-053296,US-WEST-01,2026-07-11 06:00:00,Minor,Cloud Flare,Active,1200
INC-053297,ASIA-SOUTH,2026-07-14 21:20:00,Warning,Fiber Break,Resolved,240
INC-053298,ASIA-PAC,2026-07-18 20:25:00,Major,Software Bug,Resolved,480
INC-053299,EMEA-WEST,2026-07-26 13:30:00,Warning,BGP Route,Resolved,300
INC-053300,ASIA-PAC,2026-07-16 23:40:00,Major,Equipment Fault,Active,180
INC-053301,US-WEST-01,2026-07-28 06:25:00,Major,Hardware Fault,Active,180
INC-053302,ASIA-PAC,2026-07-14 03:30:00,Critical,Software Bug,Resolved,1200
INC-053303,US-WEST-01,2026-07-15 17:20:00,Major,Software Bug,Active,180
INC-053304,ASIA-SOUTH,2026-07-12 18:20:00,Minor,Scheduled UPS Test,Active,120
INC-053305,ASIA-PAC,2026-07-24 10:05:00,Minor,Power Outage,Resolved,45
INC-053306,US-EAST-01,2026-07-17 00:30:00,Major,Software Bug,Resolved,180
INC-053307,US-EAST-01,2026-07-14 09:20:00,Minor,BGP Route,Active,120
INC-053308,US-EAST-01,2026-07-26 02:45:00,Major,Equipment Fault,Resolved,240
INC-053309,EMEA-EAST,2026-07-11 03:15:00,Critical,Software Bug,Active,360
INC-053310,ASIA-SOUTH,2026-07-14 03:05:00,Warning,Fiber Backbone,Active,120
INC-053311,US-EAST-01,2026-07-27 05:00:00,Critical,Fiber Break,Active,180
INC-053312,ASIA-PAC,2026-07-20 03:25:00,Major,Software Bug,Active,1800
INC-053313,US-EAST-01,2026-07-11 11:25:00,Major,Scheduled UPS Test,Resolved,180
INC-053314,EMEA-EAST,2026-07-28 11:45:00,Warning,Fiber Backbone,Active,120
INC-053315,US-EAST-01,2026-07-29 15:20:00,Major,Power Outage,Active,180
INC-053316,US-WEST-01,2026-07-15 22:05:00,Warning,Equipment Fault,Active,120
INC-053317,US-EAST-01,2026-07-13 19:30:00,Critical,Fiber Break,Active,1200
INC-053318,ASIA-SOUTH,2026-07-17 15:30:00,Critical,BGP Route,Active,1080
INC-053319,ASIA-PAC,2026-07-17 03:00:00,Minor,Configuration Error,Resolved,1800
INC-053320,ASIA-SOUTH,2026-07-26 14:10:00,Major,Fiber Backbone,Resolved,180
INC-053321,ASIA-PAC,2026-07-12 23:40:00,Warning,Fiber Backbone,Resolved,1200
INC-053322,ASIA-SOUTH,2026-07-26 06:40:00,Minor,Software Bug,Resolved,150
INC-053323,ASIA-PAC,2026-07-26 00:30:00,Critical,Scheduled UPS Test,Resolved,240
INC-053324,EMEA-WEST,2026-07-18 19:30:00,Major,Fiber Backbone,Resolved,180
INC-053325,EMEA-WEST,2026-07-19 22:15:00,Critical,Configuration Error,Resolved,180
INC-053326,ASIA-PAC,2026-07-21 02:45:00,Major,Software Bug,Active,1800
INC-053327,US-EAST-01,2026-07-17 10:35:00,Warning,Scheduled UPS Test,Active,150
INC-053328,US-EAST-01,2026-07-27 00:10:00,Critical,BGP Route,Active,300
INC-053329,ASIA-PAC,2026-07-26 14:45:00,Major,Cloud Flare,Resolved,1440
INC-053330,ASIA-PAC,2026-07-26 05:35:00,Major,Configuration Error,Resolved,180
INC-053331,EMEA-EAST,2026-07-15 10:30:00,Minor,Cloud Flare,Resolved,300
INC-053332,US-SOUTH-01,2026-07-13 19:10:00,Major,Fiber Break,Resolved,180
INC-053333,ASIA-PAC,2026-07-12 12:20:00,Critical,Cloud Flare,Active,180
INC-053334,ASIA-SOUTH,2026-07-17 05:35:00,Warning,Configuration Error,Resolved,1200
INC-053335,US-WEST-01,2026-07-12 08:30:00,Warning,Power Outage,Active,900
INC-053336,ASIA-SOUTH,2026-07-10 20:20:00,Warning,Fiber Break,Resolved,240
INC-053337,EMEA-EAST,2026-07-16 14:30:00,Warning,Hardware Fault,Active,900
INC-053338,EMEA-EAST,2026-07-21 12:30:00,Warning,Configuration Error,Active,900
INC-053339,US-EAST-01,2026-07-26 17:45:00,Warning,BGP Route,Resolved,360
INC-053340,ASIA-PAC,2026-07-22 11:25:00,Major,Hardware Fault,Active,180
INC-053341,ASIA-PAC,2026-07-19 17:00:00,Major,BGP Route,Active,900
INC-053342,US-SOUTH-01,2026-07-14 23:00:00,Minor,Configuration Error,Active,120
INC-053343,ASIA-PAC,2026-07-21 21:25:00,Critical,Fiber Backbone,Active,240
INC-053344,ASIA-PAC,2026-07-19 13:30:00,Minor,Power Outage,Active,600
INC-053345,US-WEST-01,2026-07-19 03:10:00,Major,BGP Route,Resolved,1440
INC-053346,US-EAST-01,2026-07-19 13:00:00,Warning,Equipment Fault,Active,900
INC-053347,ASIA-PAC,2026-07-19 05:25:00,Major,Software Bug,Active,300
INC-053348,EMEA-WEST,2026-07-14 21:20:00,Warning,Configuration Error,Resolved,90
INC-053349,EMEA-WEST,2026-07-11 22:15:00,Critical,Hardware Fault,Active,180
INC-053350,US-EAST-01,2026-07-20 08:10:00,Minor,Fiber Break,Resolved,720
INC-053351,EMEA-EAST,2026-07-23 13:15:00,Major,Hardware Fault,Resolved,480
INC-053352,US-EAST-01,2026-07-19 01:45:00,Critical,Power Outage,Resolved,180
INC-053353,ASIA-PAC,2026-07-19 16:40:00,Warning,Configuration Error,Active,120
INC-053354,ASIA-PAC,2026-07-29 15:15:00,Warning,Cloud Flare,Resolved,300
INC-053355,ASIA-SOUTH,2026-07-22 20:05:00,Minor,BGP Route,Resolved,45
INC-053356,ASIA-PAC,2026-07-30 14:45:00,Major,Hardware Fault,Active,180
INC-053357,ASIA-PAC,2026-07-11 15:10:00,Major,Power Outage,Active,1200
INC-053358,ASIA-PAC,2026-07-18 11:15:00,Minor,Hardware Fault,Active,1080
INC-053359,ASIA-SOUTH,2026-07-10 17:05:00,Warning,Software Bug,Resolved,240
INC-053360,US-SOUTH-01,2026-07-16 07:15:00,Minor,Fiber Break,Active,360
INC-053361,ASIA-PAC,2026-07-17 17:35:00,Major,Hardware Fault,Active,180
INC-053362,EMEA-WEST,2026-07-11 12:15:00,Warning,Equipment Fault,Resolved,60
INC-053363,ASIA-SOUTH,2026-07-10 23:40:00,Minor,Configuration Error,Resolved,60
INC-053364,US-WEST-01,2026-07-12 15:20:00,Warning,Scheduled UPS Test,Resolved,15
INC-053365,ASIA-SOUTH,2026-07-28 11:20:00,Critical,Hardware Fault,Resolved,1440
INC-053366,EMEA-WEST,2026-07-20 07:25:00,Major,Fiber Break,Active,180
INC-053367,ASIA-PAC,2026-07-22 02:15:00,Minor,Power Outage,Resolved,300
INC-053368,ASIA-PAC,2026-07-19 03:10:00,Critical,Fiber Break,Active,1800
INC-053369,US-SOUTH-01,2026-07-27 20:15:00,Warning,Equipment Fault,Active,120
INC-053370,EMEA-EAST,2026-07-28 14:15:00,Critical,Equipment Fault,Resolved,1080
INC-053371,US-SOUTH-01,2026-07-10 00:20:00,Major,Scheduled UPS Test,Active,180
INC-053372,US-EAST-01,2026-07-26 02:15:00,Critical,Power Outage,Resolved,180
INC-053373,ASIA-SOUTH,2026-07-16 11:40:00,Critical,Hardware Fault,Resolved,600
INC-053374,EMEA-WEST,2026-07-20 08:10:00,Minor,Fiber Break,Resolved,480
INC-053375,ASIA-PAC,2026-07-26 11:15:00,Warning,Software Bug,Active,180
INC-053376,EMEA-EAST,2026-07-10 13:15:00,Warning,Cloud Flare,Active,120
INC-053377,ASIA-PAC,2026-07-11 21:00:00,Critical,Cloud Flare,Resolved,600
INC-053378,US-WEST-01,2026-07-10 10:15:00,Warning,Scheduled UPS Test,Active,120
INC-053379,EMEA-WEST,2026-07-25 00:45:00,Critical,Power Outage,Active,180
INC-053380,EMEA-WEST,2026-07-10 08:05:00,Warning,Fiber Backbone,Resolved,360
INC-053381,US-SOUTH-01,2026-07-18 00:35:00,Major,Fiber Break,Active,900
INC-053382,ASIA-PAC,2026-07-29 12:35:00,Minor,Power Outage,Active,1800
INC-053383,US-EAST-01,2026-07-21 16:45:00,Minor,BGP Route,Active,1800
INC-053384,ASIA-PAC,2026-07-26 06:00:00,Major,Fiber Break,Resolved,180
INC-053385,US-EAST-01,2026-07-30 04:00:00,Major,BGP Route,Active,180
INC-053386,US-WEST-01,2026-07-29 22:45:00,Minor,Equipment Fault,Resolved,1800
INC-053387,ASIA-SOUTH,2026-07-12 22:00:00,Warning,Power Outage,Resolved,240
INC-053388,US-WEST-01,2026-07-22 16:10:00,Minor,BGP Route,Resolved,180
INC-053389,ASIA-PAC,2026-07-10 10:35:00,Minor,Fiber Break,Active,240
INC-053390,EMEA-EAST,2026-07-30 05:15:00,Minor,BGP Route,Resolved,1200
INC-053391,US-EAST-01,2026-07-28 10:15:00,Critical,Equipment Fault,Active,180
INC-053392,ASIA-SOUTH,2026-07-20 12:35:00,Minor,Equipment Fault,Resolved,1080
INC-053393,EMEA-EAST,2026-07-31 17:00:00,Warning,Fiber Break,Resolved,600
INC-053394,US-EAST-01,2026-07-24 04:15:00,Major,Software Bug,Resolved,240
INC-053395,US-WEST-01,2026-07-20 19:30:00,Major,Power Outage,Resolved,180
INC-053396,ASIA-PAC,2026-07-17 22:30:00,Minor,Equipment Fault,Active,240
INC-053397,US-WEST-01,2026-07-19 09:35:00,Warning,Configuration Error,Active,120
INC-053398,US-EAST-01,2026-07-14 19:45:00,Minor,Hardware Fault,Resolved,360
INC-053399,EMEA-WEST,2026-07-21 12:45:00,Minor,Software Bug,Resolved,900
INC-053400,ASIA-PAC,2026-07-15 03:25:00,Minor,BGP Route,Active,120
INC-053401,EMEA-EAST,2026-07-27 14:35:00,Warning,Equipment Fault,Resolved,720
INC-053402,ASIA-SOUTH,2026-07-31 03:10:00,Minor,Scheduled UPS Test,Resolved,1440
INC-053403,ASIA-PAC,2026-07-21 21:35:00,Warning,Power Outage,Active,120
INC-053404,EMEA-WEST,2026-07-23 17:40:00,Warning,BGP Route,Resolved,480
INC-053405,US-EAST-01,2026-07-27 07:05:00,Major,Hardware Fault,Resolved,300
INC-053406,ASIA-PAC,2026-07-17 11:45:00,Minor,Power Outage,Active,1440
INC-053407,EMEA-EAST,2026-07-29 02:00:00,Major,Scheduled UPS Test,Active,720
INC-053408,US-WEST-01,2026-07-30 23:20:00,Critical,Fiber Backbone,Resolved,720
INC-053409,EMEA-EAST,2026-07-15 09:35:00,Major,Fiber Break,Resolved,1440
INC-053410,ASIA-PAC,2026-07-26 14:45:00,Warning,Software Bug,Active,120
INC-053411,EMEA-WEST,2026-07-26 16:00:00,Major,Fiber Backbone,Active,180
INC-053412,US-WEST-01,2026-07-21 20:45:00,Minor,Power Outage,Active,150
INC-053413,US-SOUTH-01,2026-07-22 12:15:00,Critical,Hardware Fault,Resolved,180
INC-053414,US-EAST-01,2026-07-16 07:40:00,Major,Power Outage,Resolved,180
INC-053415,US-EAST-01,2026-07-11 18:35:00,Critical,Scheduled UPS Test,Resolved,180
INC-053416,US-EAST-01,2026-07-25 13:30:00,Critical,Software Bug,Resolved,1080
INC-053417,ASIA-PAC,2026-07-26 11:30:00,Critical,Scheduled UPS Test,Resolved,300
INC-053418,US-WEST-01,2026-07-12 05:35:00,Critical,Equipment Fault,Active,180
INC-053419,EMEA-WEST,2026-07-16 08:05:00,Warning,Fiber Backbone,Resolved,1080
INC-053420,ASIA-SOUTH,2026-07-12 23:15:00,Major,Scheduled UPS Test,Active,180
INC-053421,EMEA-EAST,2026-07-28 01:00:00,Warning,Scheduled UPS Test,Active,120
INC-053422,ASIA-PAC,2026-07-29 12:45:00,Warning,Hardware Fault,Resolved,1200
INC-053423,EMEA-EAST,2026-07-11 23:05:00,Critical,BGP Route,Resolved,360
INC-053424,ASIA-PAC,2026-07-18 03:15:00,Critical,Fiber Backbone,Active,600
INC-053425,US-EAST-01,2026-07-22 14:00:00,Major,Software Bug,Active,1440
INC-053426,ASIA-PAC,2026-07-14 12:25:00,Minor,Power Outage,Resolved,600
INC-053427,US-EAST-01,2026-07-14 17:15:00,Warning,Fiber Break,Resolved,360
INC-053428,ASIA-SOUTH,2026-07-11 05:45:00,Warning,Equipment Fault,Resolved,300
INC-053429,ASIA-PAC,2026-07-23 20:35:00,Critical,Fiber Break,Resolved,600
INC-053430,US-WEST-01,2026-07-11 09:20:00,Major,Equipment Fault,Resolved,1440
INC-053431,ASIA-PAC,2026-07-19 18:30:00,Minor,Equipment Fault,Resolved,1080
INC-053432,ASIA-PAC,2026-07-15 09:25:00,Minor,Hardware Fault,Active,150
INC-053433,US-WEST-01,2026-07-12 21:05:00,Warning,Equipment Fault,Resolved,360
INC-053434,ASIA-SOUTH,2026-07-26 04:45:00,Major,Cloud Flare,Active,480
INC-053435,ASIA-SOUTH,2026-07-18 09:25:00,Critical,BGP Route,Resolved,1440
INC-053436,ASIA-PAC,2026-07-21 01:15:00,Major,Software Bug,Resolved,180
INC-053437,US-SOUTH-01,2026-07-22 03:20:00,Critical,Hardware Fault,Resolved,180
INC-053438,ASIA-PAC,2026-07-27 11:10:00,Major,Equipment Fault,Active,180
INC-053439,EMEA-WEST,2026-07-21 06:20:00,Warning,Software Bug,Resolved,30
INC-053440,US-WEST-01,2026-07-13 03:10:00,Critical,Cloud Flare,Active,600
INC-053441,US-SOUTH-01,2026-07-26 02:30:00,Critical,Configuration Error,Active,600
INC-053442,ASIA-SOUTH,2026-07-20 22:05:00,Critical,Equipment Fault,Active,180
INC-053443,US-EAST-01,2026-07-28 10:00:00,Minor,Fiber Backbone,Active,120
INC-053444,ASIA-PAC,2026-07-12 16:30:00,Critical,Power Outage,Resolved,180
INC-053445,ASIA-PAC,2026-07-11 01:40:00,Critical,Software Bug,Active,900
INC-053446,US-EAST-01,2026-07-22 22:10:00,Minor,Configuration Error,Active,1080
INC-053447,EMEA-WEST,2026-07-22 20:10:00,Major,Configuration Error,Resolved,900
INC-053448,US-SOUTH-01,2026-07-10 09:10:00,Critical,Power Outage,Resolved,1800
INC-053449,US-EAST-01,2026-07-12 10:45:00,Major,Scheduled UPS Test,Resolved,180
INC-053450,ASIA-PAC,2026-07-19 11:10:00,Critical,Scheduled UPS Test,Resolved,1200
INC-053451,EMEA-WEST,2026-07-27 03:15:00,Critical,Hardware Fault,Resolved,600
INC-053452,ASIA-PAC,2026-07-28 04:00:00,Critical,Hardware Fault,Active,1080
INC-053453,EMEA-WEST,2026-07-29 18:35:00,Warning,Hardware Fault,Active,480
INC-053454,US-EAST-01,2026-07-31 01:20:00,Critical,Power Outage,Active,1200
INC-053455,ASIA-PAC,2026-07-19 17:45:00,Minor,BGP Route,Resolved,150
INC-053456,EMEA-EAST,2026-07-15 18:10:00,Critical,Software Bug,Active,300
INC-053457,US-SOUTH-01,2026-07-20 10:30:00,Minor,Hardware Fault,Resolved,75
INC-053458,US-SOUTH-01,2026-07-15 17:10:00,Warning,Equipment Fault,Resolved,15
INC-053459,ASIA-PAC,2026-07-31 09:30:00,Critical,Cloud Flare,Resolved,1440
INC-053460,US-EAST-01,2026-07-31 16:25:00,Warning,Fiber Break,Active,180
INC-053461,US-EAST-01,2026-07-12 03:00:00,Minor,Cloud Flare,Active,180
INC-053462,US-EAST-01,2026-07-19 11:30:00,Major,Power Outage,Active,900
INC-053463,ASIA-PAC,2026-07-22 08:05:00,Warning,Equipment Fault,Active,120
INC-053464,US-WEST-01,2026-07-27 20:45:00,Critical,Equipment Fault,Resolved,180
INC-053465,US-SOUTH-01,2026-07-24 14:05:00,Minor,Cloud Flare,Resolved,180
INC-053466,ASIA-PAC,2026-07-28 12:25:00,Minor,Fiber Break,Resolved,360
INC-053467,US-WEST-01,2026-07-11 01:20:00,Minor,Hardware Fault,Active,1440
INC-053468,US-WEST-01,2026-07-21 15:05:00,Major,Scheduled UPS Test,Active,180
INC-053469,EMEA-WEST,2026-07-15 01:10:00,Warning,Cloud Flare,Active,120
INC-053470,US-SOUTH-01,2026-07-25 20:45:00,Major,Fiber Backbone,Resolved,180
INC-053471,US-EAST-01,2026-07-15 01:05:00,Major,Cloud Flare,Resolved,180
INC-053472,US-SOUTH-01,2026-07-15 00:30:00,Major,Fiber Break,Active,900
INC-053473,ASIA-PAC,2026-07-30 08:40:00,Warning,Configuration Error,Active,600
INC-053474,US-EAST-01,2026-07-10 06:40:00,Warning,Fiber Backbone,Active,300
INC-053475,US-SOUTH-01,2026-07-18 04:40:00,Warning,Scheduled UPS Test,Active,360
INC-053476,EMEA-WEST,2026-07-24 19:25:00,Critical,Configuration Error,Resolved,180
INC-053477,US-WEST-01,2026-07-24 10:05:00,Critical,Hardware Fault,Active,180
INC-053478,US-SOUTH-01,2026-07-12 14:30:00,Warning,Fiber Backbone,Resolved,180
INC-053479,ASIA-SOUTH,2026-07-23 23:20:00,Warning,Power Outage,Resolved,1080
INC-053480,ASIA-PAC,2026-07-12 19:15:00,Critical,Hardware Fault,Active,180
INC-053481,US-WEST-01,2026-07-18 10:45:00,Warning,Scheduled UPS Test,Active,120
INC-053482,US-EAST-01,2026-07-20 21:25:00,Minor,Fiber Break,Resolved,900
INC-053483,US-EAST-01,2026-07-28 01:00:00,Major,Configuration Error,Active,180
INC-053484,ASIA-PAC,2026-07-11 23:45:00,Critical,Fiber Backbone,Resolved,1080
INC-053485,US-WEST-01,2026-07-24 10:15:00,Critical,Scheduled UPS Test,Resolved,1200
INC-053486,US-WEST-01,2026-07-31 01:00:00,Minor,Hardware Fault,Resolved,45
INC-053487,ASIA-PAC,2026-07-23 06:45:00,Warning,Configuration Error,Active,150
INC-053488,EMEA-WEST,2026-07-22 14:25:00,Major,Scheduled UPS Test,Resolved,240
INC-053489,US-EAST-01,2026-07-15 23:40:00,Warning,Power Outage,Active,600
INC-053490,EMEA-WEST,2026-07-10 15:00:00,Major,Equipment Fault,Active,180
INC-053491,ASIA-PAC,2026-07-10 22:45:00,Minor,Equipment Fault,Active,600
INC-053492,US-EAST-01,2026-07-28 14:35:00,Major,Configuration Error,Resolved,900
INC-053493,US-EAST-01,2026-07-11 16:40:00,Major,BGP Route,Active,180
INC-053494,ASIA-PAC,2026-07-13 07:10:00,Major,Fiber Break,Resolved,240
INC-053495,US-WEST-01,2026-07-18 01:00:00,Critical,Software Bug,Active,180
INC-053496,US-EAST-01,2026-07-27 07:25:00,Warning,Fiber Backbone,Resolved,480
INC-053497,EMEA-EAST,2026-07-17 20:45:00,Major,Fiber Backbone,Resolved,1080
INC-053498,US-EAST-01,2026-07-17 12:25:00,Warning,Cloud Flare,Active,360
INC-053499,US-SOUTH-01,2026-07-31 13:00:00,Major,Hardware Fault,Active,1200
INC-053500,ASIA-SOUTH,2026-07-17 19:40:00,Minor,Configuration Error,Resolved,480
INC-053501,ASIA-PAC,2026-07-10 17:35:00,Minor,Cloud Flare,Resolved,120
INC-053502,US-EAST-01,2026-07-29 17:45:00,Major,Hardware Fault,Resolved,180
INC-053503,EMEA-WEST,2026-07-14 05:45:00,Warning,Cloud Flare,Active,120
INC-053504,US-EAST-01,2026-07-15 13:40:00,Major,Power Outage,Resolved,300
INC-053505,US-WEST-01,2026-07-13 22:20:00,Warning,Configuration Error,Resolved,45
INC-053506,ASIA-PAC,2026-07-20 14:25:00,Warning,Equipment Fault,Active,1080
INC-053507,US-WEST-01,2026-07-19 13:35:00,Warning,Scheduled UPS Test,Active,1800
INC-053508,ASIA-PAC,2026-07-11 20:35:00,Warning,Power Outage,Active,1200
INC-053509,US-SOUTH-01,2026-07-21 19:45:00,Critical,Equipment Fault,Active,300
INC-053510,EMEA-WEST,2026-07-29 19:45:00,Warning,Cloud Flare,Resolved,1080
INC-053511,US-EAST-01,2026-07-28 12:15:00,Warning,Scheduled UPS Test,Active,120
INC-053512,ASIA-PAC,2026-07-23 13:45:00,Minor,Software Bug,Active,1200
INC-053513,EMEA-EAST,2026-07-21 17:10:00,Critical,Cloud Flare,Resolved,900
INC-053514,US-SOUTH-01,2026-07-23 14:10:00,Major,Fiber Backbone,Active,900
INC-053515,ASIA-PAC,2026-07-30 05:15:00,Critical,Configuration Error,Active,180
INC-053516,EMEA-WEST,2026-07-18 22:10:00,Warning,Power Outage,Resolved,1800
INC-053517,ASIA-PAC,2026-07-11 08:00:00,Major,Fiber Break,Active,180
INC-053518,ASIA-PAC,2026-07-11 16:40:00,Major,Software Bug,Active,180
INC-053519,ASIA-PAC,2026-07-30 10:20:00,Critical,Fiber Break,Active,180
INC-053520,US-EAST-01,2026-07-10 05:05:00,Warning,Configuration Error,Resolved,1440
INC-053521,US-WEST-01,2026-07-21 16:15:00,Warning,Cloud Flare,Resolved,900
INC-053522,ASIA-PAC,2026-07-14 10:10:00,Warning,Power Outage,Resolved,1200
INC-053523,US-EAST-01,2026-07-10 12:35:00,Major,Software Bug,Active,600
INC-053524,ASIA-SOUTH,2026-07-24 18:10:00,Minor,Hardware Fault,Active,150
INC-053525,US-SOUTH-01,2026-07-10 12:45:00,Critical,Power Outage,Resolved,180
INC-053526,US-EAST-01,2026-07-18 07:05:00,Warning,Software Bug,Active,1440
INC-053527,EMEA-EAST,2026-07-12 20:15:00,Minor,Fiber Backbone,Active,120
INC-053528,US-WEST-01,2026-07-31 07:40:00,Critical,Configuration Error,Active,180
INC-053529,ASIA-PAC,2026-07-19 11:45:00,Critical,Configuration Error,Resolved,180
INC-053530,US-SOUTH-01,2026-07-12 02:15:00,Critical,BGP Route,Resolved,240
INC-053531,EMEA-WEST,2026-07-11 07:20:00,Minor,Equipment Fault,Active,120
INC-053532,EMEA-WEST,2026-07-25 01:05:00,Major,Equipment Fault,Resolved,360
INC-053533,EMEA-WEST,2026-07-12 14:35:00,Warning,Fiber Backbone,Active,150
INC-053534,ASIA-SOUTH,2026-07-31 04:20:00,Major,Cloud Flare,Resolved,300
INC-053535,ASIA-PAC,2026-07-15 08:10:00,Critical,Fiber Backbone,Resolved,180
INC-053536,ASIA-PAC,2026-07-13 01:40:00,Major,Hardware Fault,Active,1800
INC-053537,US-EAST-01,2026-07-19 17:25:00,Major,Power Outage,Resolved,360
INC-053538,EMEA-WEST,2026-07-24 19:00:00,Major,Fiber Break,Resolved,180
INC-053539,US-EAST-01,2026-07-29 14:45:00,Major,BGP Route,Active,360
INC-053540,ASIA-PAC,2026-07-12 17:45:00,Critical,Software Bug,Resolved,720
INC-053541,US-WEST-01,2026-07-11 07:35:00,Warning,BGP Route,Active,120
INC-053542,US-EAST-01,2026-07-22 02:30:00,Warning,Fiber Break,Active,900
INC-053543,ASIA-PAC,2026-07-12 02:35:00,Minor,Equipment Fault,Resolved,300
INC-053544,EMEA-EAST,2026-07-16 02:35:00,Warning,Power Outage,Resolved,1440
INC-053545,US-WEST-01,2026-07-21 18:15:00,Warning,BGP Route,Active,120
INC-053546,ASIA-PAC,2026-07-17 03:30:00,Critical,Hardware Fault,Resolved,1200
INC-053547,US-EAST-01,2026-07-13 20:45:00,Warning,Fiber Break,Active,120
INC-053548,US-EAST-01,2026-07-22 00:45:00,Warning,Software Bug,Resolved,600
INC-053549,US-EAST-01,2026-07-11 00:10:00,Minor,Fiber Break,Active,240
INC-053550,ASIA-PAC,2026-07-23 19:00:00,Critical,Equipment Fault,Resolved,1440
INC-053551,ASIA-SOUTH,2026-07-31 18:25:00,Warning,Cloud Flare,Resolved,1080
INC-053552,EMEA-EAST,2026-07-13 15:10:00,Critical,Fiber Break,Active,180
INC-053553,US-SOUTH-01,2026-07-18 08:40:00,Critical,Equipment Fault,Active,1440
INC-053554,ASIA-PAC,2026-07-18 23:40:00,Minor,Hardware Fault,Active,1800
INC-053555,EMEA-WEST,2026-07-16 11:10:00,Critical,Power Outage,Active,900
INC-053556,ASIA-SOUTH,2026-07-11 16:40:00,Warning,Hardware Fault,Resolved,180
INC-053557,ASIA-PAC,2026-07-26 10:20:00,Major,Configuration Error,Resolved,180
INC-053558,US-WEST-01,2026-07-24 05:30:00,Major,BGP Route,Resolved,180
